game_id,game_date,season,home_team,away_team,home_team_abbr,away_team_abbr,home_score,away_score,spread
0022300704,2024-02-04,2024,Detroit Pistons,Orlando Magic,DET,ORL,99,111,0.0
0022300707,2024-02-04,2024,Charlotte Hornets,Indiana Pacers,CHA,IND,99,115,0.0
0022300705,2024-02-04,2024,Washington Wizards,Phoenix Suns,WAS,PHX,112,140,0.0
0022300710,2024-02-04,2024,Oklahoma City Thunder,Toronto Raptors,OKC,TOR,135,127,0.0
0022300716,2024-02-05,2024,Atlanta Hawks,LA Clippers,ATL,LAC,144,149,0.0
0022300714,2024-02-05,2024,Cleveland Cavaliers,Sacramento Kings,CLE,SAC,136,110,0.0
0022300718,2024-02-05,2024,New Orleans Pelicans,Toronto Raptors,NOP,TOR,138,100,0.0
0022300715,2024-02-05,2024,Philadelphia 76ers,Dallas Mavericks,PHI,DAL,102,118,0.0
0022300717,2024-02-05,2024,Brooklyn Nets,Golden State Warriors,BKN,GSW,98,109,0.0
0022300713,2024-02-05,2024,Charlotte Hornets,Los Angeles Lakers,CHA,LAL,118,124,0.0
0022300723,2024-02-06,2024,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,129,123,0.0
0022300720,2024-02-06,2024,Brooklyn Nets,Dallas Mavericks,BKN,DAL,107,119,0.0
0022300719,2024-02-06,2024,Indiana Pacers,Houston Rockets,IND,HOU,132,129,0.0
0022300721,2024-02-06,2024,Miami Heat,Orlando Magic,MIA,ORL,121,95,0.0
0022300725,2024-02-06,2024,Phoenix Suns,Milwaukee Bucks,PHX,MIL,114,106,0.0
0022300722,2024-02-06,2024,New York Knicks,Memphis Grizzlies,NYK,MEM,123,113,0.0
0022300724,2024-02-06,2024,Utah Jazz,Oklahoma City Thunder,UTA,OKC,124,117,0.0
0022300729,2024-02-07,2024,Boston Celtics,Atlanta Hawks,BOS,ATL,125,117,0.0
0022300728,2024-02-07,2024,Washington Wizards,Cleveland Cavaliers,WAS,CLE,106,114,0.0
0022300731,2024-02-07,2024,LA Clippers,New Orleans Pelicans,LAC,NOP,106,117,0.0
0022300727,2024-02-07,2024,Philadelphia 76ers,Golden State Warriors,PHI,GSW,104,127,0.0
0022300730,2024-02-07,2024,Miami Heat,San Antonio Spurs,MIA,SAS,116,104,0.0
0022300732,2024-02-07,2024,Sacramento Kings,Detroit Pistons,SAC,DET,120,133,0.0
0022300726,2024-02-07,2024,Charlotte Hornets,Toronto Raptors,CHA,TOR,117,123,0.0
0022300735,2024-02-08,2024,Brooklyn Nets,Cleveland Cavaliers,BKN,CLE,95,118,0.0
0022300737,2024-02-08,2024,Memphis Grizzlies,Chicago Bulls,MEM,CHI,110,118,0.0
0022300736,2024-02-08,2024,New York Knicks,Dallas Mavericks,NYK,DAL,108,122,0.0
0022300740,2024-02-08,2024,Los Angeles Lakers,Denver Nuggets,LAL,DEN,106,114,0.0
0022300733,2024-02-08,2024,Indiana Pacers,Golden State Warriors,IND,GSW,109,131,0.0
0022300738,2024-02-08,2024,Milwaukee Bucks,Minnesota Timberwolves,MIL,MIN,105,129,0.0
0022300734,2024-02-08,2024,Orlando Magic,San Antonio Spurs,ORL,SAS,127,111,0.0
0022300739,2024-02-08,2024,Phoenix Suns,Utah Jazz,PHX,UTA,129,115,0.0
0022300741,2024-02-08,2024,Portland Trail Blazers,Detroit Pistons,POR,DET,122,128,0.0
0022300742,2024-02-09,2024,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,121,127,0.0
0022300743,2024-02-09,2024,Boston Celtics,Washington Wizards,BOS,WAS,133,129,0.0
0022300747,2024-02-09,2024,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,139,122,0.0
0022300746,2024-02-09,2024,Sacramento Kings,Denver Nuggets,SAC,DEN,135,106,0.0
0022300744,2024-02-09,2024,Toronto Raptors,Houston Rockets,TOR,HOU,107,104,0.0
0022300745,2024-02-09,2024,Milwaukee Bucks,Charlotte Hornets,MIL,CHA,120,84,0.0
0022300754,2024-02-10,2024,Atlanta Hawks,Houston Rockets,ATL,HOU,122,113,0.0
0022300756,2024-02-10,2024,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,95,119,0.0
0022300758,2024-02-10,2024,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,84,93,0.0
0022300752,2024-02-10,2024,Orlando Magic,Chicago Bulls,ORL,CHI,114,108,0.0
0022300748,2024-02-10,2024,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,146,111,0.0
0022300757,2024-02-10,2024,Golden State Warriors,Phoenix Suns,GSW,PHX,113,112,0.0
0022300749,2024-02-10,2024,LA Clippers,Detroit Pistons,LAC,DET,112,106,0.0
0022300750,2024-02-10,2024,Brooklyn Nets,San Antonio Spurs,BKN,SAS,123,103,0.0
0022300755,2024-02-10,2024,New York Knicks,Indiana Pacers,NYK,IND,111,125,0.0
0022300753,2024-02-10,2024,Washington Wizards,Philadelphia 76ers,WAS,PHI,113,119,0.0
0022300751,2024-02-10,2024,Charlotte Hornets,Memphis Grizzlies,CHA,MEM,115,106,0.0
0022300759,2024-02-11,2024,Miami Heat,Boston Celtics,MIA,BOS,106,110,0.0
0022300760,2024-02-11,2024,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,127,113,0.0
0022300763,2024-02-12,2024,Atlanta Hawks,Chicago Bulls,ATL,CHI,126,136,0.0
0022300762,2024-02-12,2024,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,121,123,0.0
0022300766,2024-02-12,2024,Memphis Grizzlies,New Orleans Pelicans,MEM,NOP,87,96,0.0
0022300768,2024-02-12,2024,Dallas Mavericks,Washington Wizards,DAL,WAS,112,104,0.0
0022300767,2024-02-12,2024,Milwaukee Bucks,Denver Nuggets,MIL,DEN,112,95,0.0
0022300769,2024-02-12,2024,Utah Jazz,Golden State Warriors,UTA,GSW,107,129,0.0
0022300765,2024-02-12,2024,Houston Rockets,New York Knicks,HOU,NYK,105,103,0.0
0022300770,2024-02-12,2024,LA Clippers,Minnesota Timberwolves,LAC,MIN,100,121,0.0
0022300761,2024-02-12,2024,Charlotte Hornets,Indiana Pacers,CHA,IND,111,102,0.0
0022300764,2024-02-12,2024,Toronto Raptors,San Antonio Spurs,TOR,SAS,99,122,0.0
0022300771,2024-02-13,2024,Brooklyn Nets,Boston Celtics,BKN,BOS,110,118,0.0
0022300776,2024-02-13,2024,Los Angeles Lakers,Detroit Pistons,LAL,DET,125,111,0.0
0022300773,2024-02-13,2024,Milwaukee Bucks,Miami Heat,MIL,MIA,97,123,0.0
0022300775,2024-02-13,2024,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,109,121,0.0
0022300772,2024-02-13,2024,Orlando Magic,Oklahoma City Thunder,ORL,OKC,113,127,0.0
0022300774,2024-02-13,2024,Phoenix Suns,Sacramento Kings,PHX,SAC,130,125,0.0
0022300777,2024-02-14,2024,Charlotte Hornets,Atlanta Hawks,CHA,ATL,122,99,0.0
0022300780,2024-02-14,2024,Boston Celtics,Brooklyn Nets,BOS,BKN,136,86,0.0
0022300781,2024-02-14,2024,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,108,105,0.0
0022300784,2024-02-14,2024,New Orleans Pelicans,Washington Wizards,NOP,WAS,133,126,0.0
0022300785,2024-02-14,2024,Dallas Mavericks,San Antonio Spurs,DAL,SAS,116,93,0.0
0022300786,2024-02-14,2024,Denver Nuggets,Sacramento Kings,DEN,SAC,98,102,0.0
0022300789,2024-02-14,2024,Golden State Warriors,LA Clippers,GSW,LAC,125,130,0.0
0022300783,2024-02-14,2024,Memphis Grizzlies,Houston Rockets,MEM,HOU,121,113,0.0
0022300788,2024-02-14,2024,Utah Jazz,Los Angeles Lakers,UTA,LAL,122,138,0.0
0022300779,2024-02-14,2024,Philadelphia 76ers,Miami Heat,PHI,MIA,104,109,0.0
0022300778,2024-02-14,2024,Orlando Magic,New York Knicks,ORL,NYK,118,100,0.0
0022300782,2024-02-14,2024,Toronto Raptors,Indiana Pacers,TOR,IND,125,127,0.0
0022300787,2024-02-14,2024,Phoenix Suns,Detroit Pistons,PHX,DET,116,100,0.0
0022300576,2024-02-15,2024,Utah Jazz,Golden State Warriors,UTA,GSW,137,140,0.0
0022300790,2024-02-15,2024,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL,113,110,0.0
0022300791,2024-02-15,2024,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,91,128,0.0
0022300797,2024-02-22,2024,Chicago Bulls,Boston Celtics,CHI,BOS,112,129,0.0
0022300792,2024-02-22,2024,Cleveland Cavaliers,Orlando Magic,CLE,ORL,109,116,0.0
0022300798,2024-02-22,2024,New Orleans Pelicans,Houston Rockets,NOP,HOU,127,105,0.0
0022300796,2024-02-22,2024,Dallas Mavericks,Phoenix Suns,DAL,PHX,123,113,0.0
0022300800,2024-02-22,2024,Denver Nuggets,Washington Wizards,DEN,WAS,130,110,0.0
0022300802,2024-02-22,2024,Golden State Warriors,Los Angeles Lakers,GSW,LAL,128,110,0.0
0022300799,2024-02-22,2024,Oklahoma City Thunder,LA Clippers,OKC,LAC,129,107,0.0
0022300795,2024-02-22,2024,Toronto Raptors,Brooklyn Nets,TOR,BKN,121,93,0.0
0022300794,2024-02-22,2024,Philadelphia 76ers,New York Knicks,PHI,NYK,96,110,0.0
0022300793,2024-02-22,2024,Indiana Pacers,Detroit Pistons,IND,DET,129,115,0.0
0022300803,2024-02-22,2024,Sacramento Kings,San Antonio Spurs,SAC,SAS,127,122,0.0
0022300801,2024-02-22,2024,Utah Jazz,Charlotte Hornets,UTA,CHA,107,115,0.0
0022300804,2024-02-23,2024,Atlanta Hawks,Toronto Raptors,ATL,TOR,121,123,0.0
0022300805,2024-02-23,2024,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,104,97,0.0
0022300810,2024-02-23,2024,New Orleans Pelicans,Miami Heat,NOP,MIA,95,106,0.0
0022300812,2024-02-23,2024,Portland Trail Blazers,Denver Nuggets,POR,DEN,112,127,0.0
0022300811,2024-02-23,2024,Golden State Warriors,Charlotte Hornets,GSW,CHA,97,84,0.0
0022300806,2024-02-23,2024,Houston Rockets,Phoenix Suns,HOU,PHX,114,110,0.0
0022300807,2024-02-23,2024,Memphis Grizzlies,LA Clippers,MEM,LAC,95,101,0.0
0022300813,2024-02-23,2024,Los Angeles Lakers,San Antonio Spurs,LAL,SAS,123,118,0.0
0022300808,2024-02-23,2024,Minnesota Timberwolves,Milwaukee Bucks,MIN,MIL,107,112,0.0
0022300809,2024-02-23,2024,Oklahoma City Thunder,Washington Wizards,OKC,WAS,147,106,0.0
0022300816,2024-02-24,2024,New York Knicks,Boston Celtics,NYK,BOS,102,116,0.0
0022300815,2024-02-24,2024,Minnesota Timberwolves,Brooklyn Nets,MIN,BKN,101,86,0.0
0022300814,2024-02-24,2024,Detroit Pistons,Orlando Magic,DET,ORL,109,112,0.0
0022300821,2024-02-25,2024,Atlanta Hawks,Orlando Magic,ATL,ORL,109,92,0.0
0022300820,2024-02-25,2024,Washington Wizards,Cleveland Cavaliers,WAS,CLE,105,114,0.0
0022300823,2024-02-25,2024,New Orleans Pelicans,Chicago Bulls,NOP,CHI,106,114,0.0
0022300819,2024-02-25,2024,Indiana Pacers,Dallas Mavericks,IND,DAL,133,111,0.0
0022300824,2024-02-25,2024,Golden State Warriors,Denver Nuggets,GSW,DEN,103,119,0.0
0022300822,2024-02-25,2024,Houston Rockets,Oklahoma City Thunder,HOU,OKC,110,123,0.0
0022300827,2024-02-25,2024,LA Clippers,Sacramento Kings,LAC,SAC,107,123,0.0
0022300818,2024-02-25,2024,Phoenix Suns,Los Angeles Lakers,PHX,LAL,123,113,0.0
0022300817,2024-02-25,2024,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,98,119,0.0
0022300826,2024-02-25,2024,Portland Trail Blazers,Charlotte Hornets,POR,CHA,80,93,0.0
0022300825,2024-02-25,2024,Utah Jazz,San Antonio Spurs,UTA,SAS,128,109,0.0
0022300831,2024-02-26,2024,Sacramento Kings,Miami Heat,SAC,MIA,110,121,0.0
0022300830,2024-02-26,2024,Memphis Grizzlies,Brooklyn Nets,MEM,BKN,86,111,0.0
0022300828,2024-02-26,2024,New York Knicks,Detroit Pistons,NYK,DET,113,111,0.0
0022300829,2024-02-26,2024,Indiana Pacers,Toronto Raptors,IND,TOR,122,130,0.0
0022300835,2024-02-27,2024,Atlanta Hawks,Utah Jazz,ATL,UTA,124,97,0.0
0022300836,2024-02-27,2024,Boston Celtics,Philadelphia 76ers,BOS,PHI,117,99,0.0
0022300832,2024-02-27,2024,Cleveland Cavaliers,Dallas Mavericks,CLE,DAL,121,119,0.0
0022300837,2024-02-27,2024,New York Knicks,New Orleans Pelicans,NYK,NOP,92,115,0.0
0022300839,2024-02-27,2024,Chicago Bulls,Detroit Pistons,CHI,DET,95,105,0.0
0022300834,2024-02-27,2024,Washington Wizards,Golden State Warriors,WAS,GSW,112,123,0.0
0022300841,2024-02-27,2024,Oklahoma City Thunder,Houston Rockets,OKC,HOU,112,95,0.0
0022300842,2024-02-27,2024,Portland Trail Blazers,Miami Heat,POR,MIA,96,106,0.0
0022300840,2024-02-27,2024,Milwaukee Bucks,Charlotte Hornets,MIL,CHA,123,85,0.0
0022300838,2024-02-27,2024,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,114,105,0.0
0022300833,2024-02-27,2024,Orlando Magic,Brooklyn Nets,ORL,BKN,108,81,0.0
0022300846,2024-02-28,2024,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,132,123,0.0
0022300843,2024-02-28,2024,Indiana Pacers,New Orleans Pelicans,IND,NOP,123,114,0.0
0022300844,2024-02-28,2024,Toronto Raptors,Dallas Mavericks,TOR,DAL,125,136,0.0
0022300847,2024-02-28,2024,Denver Nuggets,Sacramento Kings,DEN,SAC,117,96,0.0
0022300848,2024-02-28,2024,LA Clippers,Los Angeles Lakers,LAC,LAL,112,116,0.0
0022300845,2024-02-28,2024,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,110,101,0.0
0022300851,2024-02-29,2024,Brooklyn Nets,Atlanta Hawks,BKN,ATL,124,97,0.0
0022300855,2024-02-29,2024,Denver Nuggets,Miami Heat,DEN,MIA,103,97,0.0
0022300852,2024-02-29,2024,New York Knicks,Golden State Warriors,NYK,GSW,99,110,0.0
0022300854,2024-02-29,2024,Phoenix Suns,Houston Rockets,PHX,HOU,110,105,0.0
0022300856,2024-02-29,2024,Los Angeles Lakers,Washington Wizards,LAL,WAS,134,131,0.0
0022300849,2024-02-29,2024,Charlotte Hornets,Milwaukee Bucks,CHA,MIL,99,111,0.0
0022300850,2024-02-29,2024,Orlando Magic,Utah Jazz,ORL,UTA,115,107,0.0
0022300853,2024-02-29,2024,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,132,118,0.0
0022300859,2024-03-01,2024,Boston Celtics,Dallas Mavericks,BOS,DAL,138,110,0.0
0022300857,2024-03-01,2024,Detroit Pistons,Cleveland Cavaliers,DET,CLE,100,110,0.0
0022300863,2024-03-01,2024,New Orleans Pelicans,Indiana Pacers,NOP,IND,129,102,0.0
0022300864,2024-03-01,2024,Chicago Bulls,Milwaukee Bucks,CHI,MIL,97,113,0.0
0022300860,2024-03-01,2024,Toronto Raptors,Golden State Warriors,TOR,GSW,105,120,0.0
0022300865,2024-03-01,2024,LA Clippers,Washington Wizards,LAC,WAS,140,115,0.0
0022300862,2024-03-01,2024,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,120,124,0.0
0022300858,2024-03-01,2024,Philadelphia 76ers,Charlotte Hornets,PHI,CHA,121,114,0.0
0022300861,2024-03-01,2024,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,92,122,0.0
0022300866,2024-03-02,2024,Brooklyn Nets,Atlanta Hawks,BKN,ATL,114,102,0.0
0022300869,2024-03-02,2024,Los Angeles Lakers,Denver Nuggets,LAL,DEN,114,124,0.0
0022300870,2024-03-02,2024,Phoenix Suns,Houston Rockets,PHX,HOU,109,118,0.0
0022300867,2024-03-02,2024,Miami Heat,Utah Jazz,MIA,UTA,126,120,0.0
0022300868,2024-03-02,2024,Memphis Grizzlies,Portland Trail Blazers,MEM,POR,100,107,0.0
0022300872,2024-03-03,2024,Boston Celtics,Golden State Warriors,BOS,GSW,140,88,0.0
0022300876,2024-03-03,2024,Cleveland Cavaliers,New York Knicks,CLE,NYK,98,107,0.0
0022300871,2024-03-03,2024,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,116,120,0.0
0022300873,2024-03-03,2024,Minnesota Timberwolves,LA Clippers,MIN,LAC,88,89,0.0
0022300874,2024-03-03,2024,Orlando Magic,Detroit Pistons,ORL,DET,113,91,0.0
0022300877,2024-03-03,2024,San Antonio Spurs,Indiana Pacers,SAS,IND,117,105,0.0
0022300878,2024-03-03,2024,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,110,118,0.0
0022300875,2024-03-03,2024,Toronto Raptors,Charlotte Hornets,TOR,CHA,111,106,0.0
0022300883,2024-03-04,2024,Sacramento Kings,Chicago Bulls,SAC,CHI,109,113,0.0
0022300880,2024-03-04,2024,Milwaukee Bucks,LA Clippers,MIL,LAC,113,106,0.0
0022300884,2024-03-04,2024,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,116,104,0.0
0022300881,2024-03-04,2024,Minnesota Timberwolves,Portland Trail Blazers,MIN,POR,119,114,0.0
0022300879,2024-03-04,2024,Brooklyn Nets,Memphis Grizzlies,BKN,MEM,102,106,0.0
0022300882,2024-03-04,2024,Utah Jazz,Washington Wizards,UTA,WAS,127,115,0.0
0022300889,2024-03-05,2024,New York Knicks,Atlanta Hawks,NYK,ATL,100,116,0.0
0022300886,2024-03-05,2024,Cleveland Cavaliers,Boston Celtics,CLE,BOS,105,104,0.0
0022300890,2024-03-05,2024,Toronto Raptors,New Orleans Pelicans,TOR,NOP,98,139,0.0
0022300892,2024-03-05,2024,Dallas Mavericks,Indiana Pacers,DAL,IND,120,137,0.0
0022300893,2024-03-05,2024,Denver Nuggets,Phoenix Suns,DEN,PHX,107,117,0.0
0022300891,2024-03-05,2024,Houston Rockets,San Antonio Spurs,HOU,SAS,114,101,0.0
0022300888,2024-03-05,2024,Miami Heat,Detroit Pistons,MIA,DET,118,110,0.0
0022300887,2024-03-05,2024,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,112,107,0.0
0022300885,2024-03-05,2024,Charlotte Hornets,Orlando Magic,CHA,ORL,89,101,0.0
0022300895,2024-03-06,2024,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,112,101,0.0
0022300898,2024-03-06,2024,Utah Jazz,Chicago Bulls,UTA,CHI,117,119,0.0
0022300899,2024-03-06,2024,Golden State Warriors,Milwaukee Bucks,GSW,MIL,125,90,0.0
0022300897,2024-03-06,2024,Houston Rockets,LA Clippers,HOU,LAC,116,122,0.0
0022300901,2024-03-06,2024,Los Angeles Lakers,Sacramento Kings,LAL,SAC,120,130,0.0
0022300894,2024-03-06,2024,Washington Wizards,Orlando Magic,WAS,ORL,109,119,0.0
0022300896,2024-03-06,2024,Philadelphia 76ers,Memphis Grizzlies,PHI,MEM,109,115,0.0
0022300900,2024-03-06,2024,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,120,128,0.0
0022300906,2024-03-07,2024,Denver Nuggets,Boston Celtics,DEN,BOS,115,109,0.0
0022300907,2024-03-07,2024,Golden State Warriors,Chicago Bulls,GSW,CHI,122,125,0.0
0022300904,2024-03-07,2024,Dallas Mavericks,Miami Heat,DAL,MIA,114,108,0.0
0022300903,2024-03-07,2024,Indiana Pacers,Minnesota Timberwolves,IND,MIN,111,113,0.0
0022300902,2024-03-07,2024,Detroit Pistons,Brooklyn Nets,DET,BKN,118,112,0.0
0022300905,2024-03-07,2024,Phoenix Suns,Toronto Raptors,PHX,TOR,120,113,0.0
0022300908,2024-03-07,2024,Sacramento Kings,San Antonio Spurs,SAC,SAS,131,129,0.0
0022300913,2024-03-08,2024,Memphis Grizzlies,Atlanta Hawks,MEM,ATL,92,99,0.0
0022300911,2024-03-08,2024,Cleveland Cavaliers,Minnesota Timberwolves,CLE,MIN,113,104,0.0
0022300909,2024-03-08,2024,Philadelphia 76ers,New Orleans Pelicans,PHI,NOP,95,103,0.0
0022300916,2024-03-08,2024,Portland Trail Blazers,Houston Rockets,POR,HOU,107,123,0.0
0022300915,2024-03-08,2024,Los Angeles Lakers,Milwaukee Bucks,LAL,MIL,123,122,0.0
0022300914,2024-03-08,2024,Oklahoma City Thunder,Miami Heat,OKC,MIA,107,100,0.0
0022300912,2024-03-08,2024,New York Knicks,Orlando Magic,NYK,ORL,98,74,0.0
0022300910,2024-03-08,2024,Washington Wizards,Charlotte Hornets,WAS,CHA,112,100,0.0
0022300920,2024-03-09,2024,Phoenix Suns,Boston Celtics,PHX,BOS,107,117,0.0
0022300917,2024-03-09,2024,LA Clippers,Chicago Bulls,LAC,CHI,112,102,0.0
0022300919,2024-03-09,2024,Detroit Pistons,Dallas Mavericks,DET,DAL,124,142,0.0
0022300922,2024-03-09,2024,Denver Nuggets,Utah Jazz,DEN,UTA,142,121,0.0
0022300921,2024-03-09,2024,Golden State Warriors,San Antonio Spurs,GSW,SAS,113,126,0.0
0022300918,2024-03-09,2024,Charlotte Hornets,Brooklyn Nets,CHA,BKN,110,99,0.0
0022300923,2024-03-09,2024,Portland Trail Blazers,Toronto Raptors,POR,TOR,128,118,0.0
0022300925,2024-03-10,2024,Atlanta Hawks,New Orleans Pelicans,ATL,NOP,103,116,0.0
0022300930,2024-03-10,2024,Cleveland Cavaliers,Brooklyn Nets,CLE,BKN,101,120,0.0
0022300929,2024-03-10,2024,Sacramento Kings,Houston Rockets,SAC,HOU,104,112,0.0
0022300924,2024-03-10,2024,LA Clippers,Milwaukee Bucks,LAC,MIL,117,124,0.0
0022300932,2024-03-10,2024,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,120,109,0.0
0022300926,2024-03-10,2024,Miami Heat,Washington Wizards,MIA,WAS,108,110,0.0
0022300927,2024-03-10,2024,New York Knicks,Philadelphia 76ers,NYK,PHI,73,79,0.0
0022300928,2024-03-10,2024,Orlando Magic,Indiana Pacers,ORL,IND,97,111,0.0
0022300931,2024-03-10,2024,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,124,93,0.0
0022300938,2024-03-11,2024,Portland Trail Blazers,Boston Celtics,POR,BOS,99,121,0.0
0022300934,2024-03-11,2024,Cleveland Cavaliers,Phoenix Suns,CLE,PHX,111,117,0.0
0022300935,2024-03-11,2024,Chicago Bulls,Dallas Mavericks,CHI,DAL,92,127,0.0
0022300937,2024-03-11,2024,Denver Nuggets,Toronto Raptors,DEN,TOR,125,119,0.0
0022300936,2024-03-11,2024,San Antonio Spurs,Golden State Warriors,SAS,GSW,102,112,0.0
0022300933,2024-03-11,2024,Detroit Pistons,Charlotte Hornets,DET,CHA,114,97,0.0
0022300943,2024-03-12,2024,Utah Jazz,Boston Celtics,UTA,BOS,107,123,0.0
0022300942,2024-03-12,2024,San Antonio Spurs,Houston Rockets,SAS,HOU,101,103,0.0
0022300944,2024-03-12,2024,LA Clippers,Minnesota Timberwolves,LAC,MIN,100,118,0.0
0022300945,2024-03-12,2024,Sacramento Kings,Milwaukee Bucks,SAC,MIL,129,94,0.0
0022300939,2024-03-12,2024,New York Knicks,Philadelphia 76ers,NYK,PHI,106,79,0.0
0022300941,2024-03-12,2024,Oklahoma City Thunder,Indiana Pacers,OKC,IND,111,121,0.0
0022300940,2024-03-12,2024,Memphis Grizzlies,Washington Wizards,MEM,WAS,109,97,0.0
0022300953,2024-03-13,2024,Portland Trail Blazers,Atlanta Hawks,POR,ATL,106,102,0.0
0022300951,2024-03-13,2024,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE,95,116,0.0
0022300948,2024-03-13,2024,Indiana Pacers,Chicago Bulls,IND,CHI,129,132,0.0
0022300952,2024-03-13,2024,Dallas Mavericks,Golden State Warriors,DAL,GSW,109,99,0.0
0022300949,2024-03-13,2024,Miami Heat,Denver Nuggets,MIA,DEN,88,100,0.0
0022300954,2024-03-13,2024,Sacramento Kings,Los Angeles Lakers,SAC,LAL,120,107,0.0
0022300947,2024-03-13,2024,Orlando Magic,Brooklyn Nets,ORL,BKN,114,106,0.0
0022300946,2024-03-13,2024,Detroit Pistons,Toronto Raptors,DET,TOR,113,104,0.0
